Symbol,Long/Short,Entry Date,Average Entry Price,Exit Price,Exit Date,Profit %,Sector,Year,Month,Weekday,Trade Duration
UNG,Short,2022-05-16,29.66,24.95,2022-06-14,15.88,Commodities,2022,5,Monday,29.0
MPC,Short,2022-06-09,113.15,102.45,2022-06-13,9.46,Energy,2022,6,Thursday,4.0
SE,Long,2022-04-22,75.15,87.15,2022-06-07,15.97,Consumer Cyclical,2022,4,Friday,46.0
MARA,Long,2022-05-20,9.28,11.16,2022-05-31,20.26,Financial Services,2022,5,Friday,11.0
MSFT,Long,2022-05-12,257.7,273.6,2022-05-31,6.17,Technology,2022,5,Thursday,19.0
WMT,Long,2022-05-18,119.49,129.3,2022-05-31,8.21,Consumer Defensive,2022,5,Wednesday,13.0
AMZN,Long,2022-05-09,2218.0,2433.0,2022-05-31,9.69,Consumer Cyclical,2022,5,Monday,22.0
QLD,Long,2022-05-12,43.81,49.81,2022-05-27,13.7,Equity / Other,2022,5,Thursday,15.0
SMH,Long,2022-05-12,216.0,242.1,2022-05-27,12.08,Equity / Other,2022,5,Thursday,15.0
STNE,Long,2022-04-25,8.87,10.31,2022-05-27,16.24,Technology,2022,4,Monday,32.0
BIDU,Long,2022-04-20,120.1,135.1,2022-05-26,12.49,Communication Services,2022,4,Wednesday,36.0
IWM,Long,2022-05-12,169.75,183.41,2022-05-26,8.05,Index ETF,2022,5,Thursday,14.0
TGT,Long,2022-05-24,145.75,162.33,2022-05-26,11.38,Consumer Defensive,2022,5,Tuesday,2.0
ROKU,Long,2022-05-24,75.55,87.75,2022-05-26,16.15,Communication Services,2022,5,Tuesday,2.0
NET,Long,2022-05-24,50.1,56.05,2022-05-26,11.88,Technology,2022,5,Tuesday,2.0
CVNA,Long,2022-05-24,25.8,31.2,2022-05-25,20.93,Consumer Cyclical,2022,5,Tuesday,1.0
VZ,Long,2022-04-29,46.85,50.02,2022-05-24,6.77,Communication Services,2022,4,Friday,25.0
SOFI,Long,2022-04-13,6.94,7.64,2022-05-19,10.09,Financial Services,2022,4,Wednesday,36.0
AFRM,Long,2022-05-09,19.22,25.12,2022-05-13,30.7,Financial Services,2022,5,Monday,4.0
MSTR,Long,2022-05-12,158.0,206.0,2022-05-13,30.38,Technology,2022,5,Thursday,1.0
SHOP,Long,2022-05-09,350.25,401.25,2022-05-13,14.56,Technology,2022,5,Monday,4.0
DKNG,Long,2022-05-09,11.4,12.65,2022-05-13,10.97,Consumer Cyclical,2022,5,Monday,4.0
ARKK,Long,2022-05-06,39.25,43.25,2022-05-13,10.19,Equity / Other,2022,5,Friday,7.0
NVDA,Long,2022-05-12,156.8,175.1,2022-05-13,11.67,Technology,2022,5,Thursday,1.0
RBLX,Long,2022-04-20,29.0,31.05,2022-05-12,7.07,Communication Services,2022,4,Wednesday,22.0
CVNA,Long,2022-05-10,34.55,43.05,2022-05-12,24.6,Consumer Cyclical,2022,5,Tuesday,2.0
ROKU,Long,2022-05-10,78.65,90.15,2022-05-12,14.62,Communication Services,2022,5,Tuesday,2.0
MSTR,Long,2022-05-12,154.01,202.51,2022-05-12,31.49,Technology,2022,5,Thursday,0.0
AAPL,Short,2020-04-14,133.42,139.42,2022-05-12,-4.49,Technology,2020,4,Tuesday,758.0
UNG,Short,2022-04-05,26.16,24.04,2022-05-09,8.1,Commodities,2022,4,Tuesday,34.0
ROKU,Long,2022-04-26,93.75,101.75,2022-05-02,8.53,Communication Services,2022,4,Tuesday,6.0
BABA,Long,2022-04-20,87.85,101.85,2022-04-29,15.94,Consumer Cyclical,2022,4,Wednesday,9.0
CRM,Long,2022-04-26,170.0,184.25,2022-04-28,8.38,Technology,2022,4,Tuesday,2.0
FB,Long,2022-04-20,186.07,201.25,2022-04-27,8.16,Equity / Other,2022,4,Wednesday,7.0
SDS,Long,2022-03-21,37.05,40.65,2022-04-22,9.72,Equity / Other,2022,3,Monday,32.0
COST,Short,2022-03-29,584.75,555.25,2022-04-22,5.03,Consumer Defensive,2022,3,Tuesday,24.0
MOS,Short,2022-04-12,75.05,69.1,2022-04-21,7.93,Basic Materials,2022,4,Tuesday,9.0
QID,Long,2022-03-18,17.87,19.21,2022-04-11,7.5,Other/ETF,2022,3,Friday,24.0
AA,Short,2022-03-21,92.78,81.25,2022-04-11,12.43,Basic Materials,2022,3,Monday,21.0
TSLA,Short,2022-03-21,1094.15,1033.15,2022-04-06,5.88,Consumer Cyclical,2022,3,Monday,16.0
UVXY,Long,2022-03-29,12.56,14.5,2022-04-06,15.45,Leveraged ETF,2022,3,Tuesday,8.0
SOFI,Long,2022-03-07,9.8,10.18,2022-03-29,3.88,Financial Services,2022,3,Monday,22.0
FSLY,Long,2022-02-17,17.78,18.55,2022-03-29,4.33,Technology,2022,2,Thursday,40.0
ZM,Long,2022-01-18,113.75,125.5,2022-03-29,10.33,Technology,2022,1,Tuesday,70.0
SCO,Long,2022-03-21,5.36,5.9,2022-03-28,10.08,Equity / Other,2022,3,Monday,7.0
KWEB,Long,2022-01-27,30.25,32.65,2022-03-23,7.94,Equity / Other,2022,1,Thursday,55.0
BABA,Long,2021-11-18,107.9,121.05,2022-03-23,12.19,Consumer Cyclical,2021,11,Thursday,125.0
AFRM,Long,2022-02-11,40.25,47.15,2022-03-23,17.14,Financial Services,2022,2,Friday,40.0
NKE,Long,2022-03-15,117.95,137.25,2022-03-22,16.36,Consumer Cyclical,2022,3,Tuesday,7.0
PYPL,Long,2022-02-03,105.2,114.4,2022-03-18,8.75,Financial Services,2022,2,Thursday,43.0
FB,Long,2022-02-03,203.5,211.9,2022-03-18,4.13,Equity / Other,2022,2,Thursday,43.0
TDOC,Long,2022-03-04,63.75,67.25,2022-03-18,5.49,Healthcare,2022,3,Friday,14.0
RBLX,Long,2022-02-18,46.05,49.55,2022-03-18,7.6,Communication Services,2022,2,Friday,28.0
FUBO,Long,2022-03-07,7.25,8.2,2022-03-18,13.1,Communication Services,2022,3,Monday,11.0
TIGR,Long,2022-01-31,4.83,5.83,2022-03-18,20.7,Financial Services,2022,1,Monday,46.0
BIDU,Long,2022-01-31,137.75,158.25,2022-03-18,14.88,Communication Services,2022,1,Monday,46.0
PDD,Long,2022-02-22,41.64,45.24,2022-03-18,8.65,Consumer Cyclical,2022,2,Tuesday,24.0
AI,Long,2022-03-08,19.92,21.82,2022-03-18,9.54,Technology,2022,3,Tuesday,10.0
SE,Long,2022-03-04,96.35,110.35,2022-03-17,14.54,Consumer Cyclical,2022,3,Friday,13.0
BILI,Long,2022-02-22,24.96,27.5,2022-03-17,10.18,Communication Services,2022,2,Tuesday,23.0
PLTR,Long,2022-03-08,10.85,12.33,2022-03-17,13.64,Technology,2022,3,Tuesday,9.0
SCO,Long,2021-12-30,6.83,7.22,2022-03-15,5.71,Equity / Other,2021,12,Thursday,75.0
SQ,Long,2022-03-07,95.75,107.0,2022-03-09,11.75,Equity / Other,2022,3,Monday,2.0
DB,Long,2022-03-07,9.84,10.96,2022-03-09,11.38,Financial Services,2022,3,Monday,2.0
ING,Long,2022-03-07,9.4,10.52,2022-03-09,11.92,Financial Services,2022,3,Monday,2.0
AA,Short,2022-03-04,88.1,78.1,2022-03-08,11.35,Basic Materials,2022,3,Friday,4.0
AI,Long,2022-02-18,19.75,24.6,2022-03-03,24.56,Technology,2022,2,Friday,13.0
TDOC,Long,2022-01-13,63.3,81.3,2022-02-28,28.44,Healthcare,2022,1,Thursday,46.0
PLTR,Long,2022-02-18,10.21,12.05,2022-02-25,18.02,Technology,2022,2,Friday,7.0
SE,Long,2022-02-18,120.62,138.12,2022-02-25,14.51,Consumer Cyclical,2022,2,Friday,7.0
PAYX,Short,2020-11-17,107.65,111.28,2022-02-24,-3.37,Technology,2020,11,Tuesday,464.0
HD,Short,2020-05-05,284.21,296.32,2022-02-24,-4.26,Consumer Cyclical,2020,5,Tuesday,660.0
TSLA,Short,2020-05-05,732.42,699.0,2022-02-24,4.56,Consumer Cyclical,2020,5,Tuesday,660.0
GLD,Long,2021-06-16,169.35,183.48,2022-02-24,8.34,Commodities,2021,6,Wednesday,253.0
SOFI,Long,2022-02-23,9.35,10.29,2022-02-24,10.05,Financial Services,2022,2,Wednesday,1.0
SQ,Long,2022-02-18,90.27,116.0,2022-02-24,28.5,Equity / Other,2022,2,Friday,6.0
WDAY,Short,2021-05-28,237.5,218.5,2022-02-23,8.0,Technology,2021,5,Friday,271.0
TGT,Short,2021-08-16,213.2,195.2,2022-02-23,8.44,Consumer Defensive,2021,8,Monday,191.0
NKE,Short,2021-09-09,147.84,138.54,2022-02-23,6.29,Consumer Cyclical,2021,9,Thursday,167.0
CLOV,Long,2022-02-23,1.98,2.58,2022-02-23,30.3,Healthcare,2022,2,Wednesday,0.0
GDX,Long,2021-12-02,30.2,34.75,2022-02-22,15.07,Equity / Other,2021,12,Thursday,82.0
ROKU,Long,2022-02-18,104.85,120.25,2022-02-22,14.68,Communication Services,2022,2,Friday,4.0
SQ,Long,2022-02-03,101.65,116.05,2022-02-10,14.17,Equity / Other,2022,2,Thursday,7.0
TWTR,Long,2022-01-21,35.12,38.75,2022-02-10,10.34,Technology,2022,1,Friday,20.0
SE,Long,2022-01-13,147.96,166.5,2022-02-09,12.53,Consumer Cyclical,2022,1,Thursday,27.0
VIAC,Long,2022-01-21,31.6,34.8,2022-02-09,10.13,Equity / Other,2022,1,Friday,19.0
MARA,Long,2022-02-03,21.33,25.1,2022-02-07,17.68,Financial Services,2022,2,Thursday,4.0
PTON,Long,2022-01-13,29.12,33.35,2022-02-04,14.35,Consumer Cyclical,2022,1,Thursday,22.0
TNA,Long,2022-01-21,57.27,65.2,2022-02-02,13.85,Leveraged ETF,2022,1,Friday,12.0
PLTR,Long,2022-01-21,12.86,14.43,2022-02-01,12.21,Technology,2022,1,Friday,11.0
NVDA,Long,2022-01-24,221.3,253.07,2022-02-01,14.34,Technology,2022,1,Monday,8.0
AFRM,Long,2022-01-14,58.07,67.22,2022-02-01,15.76,Financial Services,2022,1,Friday,18.0
SQ,Long,2022-01-14,113.36,127.45,2022-02-01,12.43,Equity / Other,2022,1,Friday,18.0
MARA,Long,2022-01-18,21.77,24.87,2022-02-01,14.24,Financial Services,2022,1,Tuesday,14.0
AI,Long,2022-01-21,24.3,26.65,2022-02-01,9.67,Technology,2022,1,Friday,11.0
FUBO,Long,2022-01-21,9.57,11.47,2022-02-01,19.85,Communication Services,2022,1,Friday,11.0
FSLY,Long,2022-01-21,26.97,29.6,2022-02-01,9.75,Technology,2022,1,Friday,11.0
PDD,Long,2022-01-27,51.2,57.8,2022-01-31,12.89,Consumer Cyclical,2022,1,Thursday,4.0
BILI,Long,2022-01-27,30.25,34.25,2022-01-31,13.22,Communication Services,2022,1,Thursday,4.0
CPNG,Long,2022-01-21,17.8,20.75,2022-01-31,16.57,Consumer Cyclical,2022,1,Friday,10.0
BITO,Long,2022-01-24,21.1,24.15,2022-01-26,14.46,Equity / Other,2022,1,Monday,2.0
DKNG,Long,2022-01-21,18.92,22.22,2022-01-26,17.44,Consumer Cyclical,2022,1,Friday,5.0
NVDA,Short,2020-04-16,201.04,221.3,2022-01-24,-9.58,Technology,2020,4,Thursday,648.0
ARKK,Long,2022-01-24,65.95,72.75,2022-01-24,10.31,Equity / Other,2022,1,Monday,0.0
NFLX,Long,2022-01-24,352.65,384.65,2022-01-24,9.07,Communication Services,2022,1,Monday,0.0
COST,Short,2021-09-07,477.84,483.35,2022-01-21,-1.15,Consumer Defensive,2021,9,Tuesday,136.0
EBAY,Short,2020-03-27,61.35,59.45,2022-01-21,3.1,Consumer Cyclical,2020,3,Friday,665.0
MSFT,Short,2021-07-02,303.11,297.45,2022-01-21,1.87,Technology,2021,7,Friday,203.0
CMG,Short,2020-08-21,1417.38,1373.38,2022-01-21,3.1,Consumer Cyclical,2020,8,Friday,518.0
SMH,Short,2021-06-15,288.49,272.95,2022-01-21,5.39,Equity / Other,2021,6,Tuesday,220.0
DXD,Long,2021-12-30,40.0,45.3,2022-01-21,13.25,Equity / Other,2021,12,Thursday,22.0
CROX,Short,2020-11-23,122.13,111.33,2022-01-20,8.84,Consumer Cyclical,2020,11,Monday,423.0
QID,Long,2021-12-23,15.78,18.32,2022-01-20,16.1,Other/ETF,2021,12,Thursday,28.0
UVXY,Long,2021-12-30,12.35,14.55,2022-01-20,17.81,Leveraged ETF,2021,12,Thursday,21.0
PDD,Long,2021-12-02,59.7,65.9,2022-01-19,10.39,Consumer Cyclical,2021,12,Thursday,48.0
NEM,Long,2021-06-18,58.29,64.4,2022-01-19,10.48,Basic Materials,2021,6,Friday,215.0
VIAC,Long,2021-07-06,34.33,37.33,2022-01-18,8.74,Equity / Other,2021,7,Tuesday,196.0
DRV,Long,2021-12-07,35.02,39.4,2022-01-18,12.51,Equity / Other,2021,12,Tuesday,42.0
SE,Long,2022-01-05,178.83,197.38,2022-01-11,10.37,Consumer Cyclical,2022,1,Wednesday,6.0
AFRM,Long,2022-01-10,73.0,81.35,2022-01-11,11.44,Financial Services,2022,1,Monday,1.0
PTON,Long,2022-01-03,34.05,37.55,2022-01-11,10.28,Consumer Cyclical,2022,1,Monday,8.0
SQ,Long,2022-01-10,133.5,150.05,2022-01-11,12.4,Equity / Other,2022,1,Monday,1.0
TDOC,Long,2022-01-10,77.45,88.05,2022-01-11,13.69,Healthcare,2022,1,Monday,1.0
C,Long,2021-12-20,58.25,63.55,2022-01-03,9.1,Financial Services,2021,12,Monday,14.0
QID,Long,2023-01-17,17.7,10.68,2023-12-29,-39.66,Other/ETF,2023,1,Tuesday,346.0
