Symbol,Long/Short,Entry Date,Average Entry Price,Exit Price,Exit Date,Profit %
NUE,Short,8/9/2016,$52.93 ,$49.89 ,9/9/2016,5.73%
AAPL,Short,8/16/2016,$110.10 ,$105.00 ,9/9/2016,4.63%
SCO,Long,8/16/2016,$84.12 ,$92.50 ,8/31/2016,10.00%
WMT,Long,8/29/2016,$71.28 ,$72.30 ,9/22/2016,1.43%
MYL,Long,9/5/2016,$40.00 ,$42.00 ,9/19/2016,5.00%
BABA,Short,9/6/2016,$105.25 ,$100.25 ,10/13/2016,4.75%
SCO,Long,9/8/2016,$82.50 ,$92.50 ,9/12/2016,12.12%
BMY,Long,9/9/2016,$52.90 ,$56.50 ,11/9/2016,6.81%
SPWR,Long,9/14/2016,$7.85 ,$8.30 ,9/22/2016,5.73%
SAEX,Long,9/15/2016,$8.25 ,$9.55 ,9/22/2016,15.58%
AAPL,Short,9/15/2016,$114.10 ,$108.70 ,11/4/2016,4.73%
AAPL,Long,9/15/2016,$114.10 ,$108.70 ,11/4/2016,4.73%
TBT,Long,9/22/2016,$31.12 ,$33.20 ,10/6/2016,6.68%
FCEL,Long,9/28/2016,$5.35 ,$1.95 ,12/28/2016,-63.55%
JBLU,Long,9/30/2016,$17.25 ,$18.60 ,10/24/2016,7.83%
MYL,Long,10/3/2016,$36.67 ,$40.25 ,10/10/2016,9.76%
SCO,Long,10/5/2016,$72.67 ,$80.50 ,10/31/2016,10.85%
SCO,Long,10/5/2016,$72.62 ,$80.50 ,10/31/2016,10.85%
GDX,Long,10/6/2016,$22.85 ,$24.75 ,10/19/2016,8.32%
TWTR,Long,10/10/2016,$17.25 ,$19.05 ,11/9/2016,10.44%
CELG,Long,10/13/2016,$100.60 ,$104.60 ,10/27/2016,3.98%
CMG,Long,10/18/2016,$394.00 ,$414.00 ,10/21/2016,5.08%
RLGY,Long,10/21/2016,$23.32 ,$24.82 ,11/29/2016,6.43%
FIVE,Long,10/24/2016,$36.62 ,$37.49 ,10/27/2016,2.36%
LABU,Long,10/25/2016,$29.18 ,$30.05 ,11/7/2016,2.98%
TWLO,Long,10/27/2016,$36.32 ,$38.32 ,11/21/2016,5.51%
UCO,Long,11/3/2016,$8.75 ,$8.98 ,11/15/2016,2.63%
UGAZ,Long,11/8/2016,$21.10 ,$23.60 ,11/9/2016,11.85%
VRX,Long,11/9/2016,$25.47 ,$14.35 ,12/28/2016,-43.66%
SPXU,Long,11/9/2016,$22.72 ,$20.25 ,12/28/2016,-10.87%
JPM,Short,11/10/2016,$77.00 ,$86.43 ,12/28/2016,-12.25%
TZA,Long,11/10/2016,$26.55 ,$20.45 ,12/6/2016,-22.97%
NUGT,Long,11/11/2016,$7.85 ,$9.00 ,11/14/2016,14.65%
TMF,Long,11/14/2016,$18.70 ,$17.86 ,12/28/2016,-4.49%
AA,Short,11/16/2016,$31.50 ,$29.41 ,12/28/2016,6.67%
DRYS,Long,11/17/2016,$12.50 ,$18.00 ,11/18/2016,44.00%
NUGT,Long,11/21/2016,$7.28 ,$7.13 ,12/28/2016,-2.06%
DRYS,Long,11/23/2016,$5.50 ,$6.35 ,12/1/2016,15.45%
TEVA,Short,11/28/2016,$37.95 ,$33.95 ,1/13/2017,-10.54%
GS,Short,11/30/2016,$222.35 ,$240.68 ,12/28/2016,-8.24%
SRPT,Long,12/1/2016,$32.75 ,$28.43 ,12/28/2016,-13.19%
SCO,Long,12/5/2016,$65.50 ,$71.55 ,12/7/2016,9.24%
BAC,Short,12/6/2016,$22.11 ,$22.29 ,12/28/2016,-0.81%
X,Short,12/7/2016,$37.75 ,$34.90 ,12/12/2016,7.55%
MAR,Short,12/8/2016,$84.05 ,$83.36 ,12/28/2016,0.82%
TMUS,Short,12/8/2016,$59.05 ,$57.98 ,12/28/2016,1.81%
GILD,Long,12/9/2016,$72.20 ,$76.20 ,12/14/2016,5.54%
TZA,Long,12/9/2016,$18.70 ,$19.86 ,12/28/2016,6.15%
SAEX,Long,12/12/2016,$8.45 ,$7.52 ,12/28/2016,-11.00%
LABU,Long,12/15/2016,$35.00 ,$33.02 ,12/28/2016,-5.66%
IBB,Long,1/3/2017,$266.80 ,$280.60 ,1/6/2017,5.17%
EBIO,Long,1/3/2017,$1.93 ,$2.33 ,1/4/2017,20.07%
TWLO,Long,1/3/2017,$27.33 ,$32.40 ,2/6/2017,18.55%
CMG,Long,1/4/2017,$381.35 ,$416.70 ,1/10/2017,9.23%
LRCX,Short,1/9/2017,$117.68 ,$139.90 ,4/21/2017,-18.88%
AXP,Short,1/10/2017,$83.12 ,$87.84 ,2/9/2018,-5.67%
M,Long,1/10/2017,$30.30 ,$33.10 ,2/3/2017,9.24%
FIT,Long,1/12/2017,$7.71 ,$5.81 ,2/7/2017,-21.17%
AMZN,Short,1/13/2017,$844.02 ,$925.00 ,4/28/2017,-9.58%
FB,Short,1/13/2017,$130.81 ,$145.50 ,4/24/2017,-11.23%
ENDP,Long,1/13/2017,$12.50 ,$13.75 ,2/15/2017,10.00%
TVIX,Long,1/17/2017,$5.71 ,$4.47 ,2/13/2017,-21.58%
CSX,Short,1/19/2017,$45.41 ,$42.95 ,1/20/2017,5.42%
CSX,Short,1/23/2017,$46.85 ,$48.67 ,2/9/2018,-3.88%
IBM,Long,1/24/2017,$175.50 ,$169.39 ,4/11/2017,3.48%
SCON,Long,1/25/2017,$1.05 ,$1.70 ,2/16/2017,47.83%
SQQQ,Long,1/26/2017,$42.95 ,$37.53 ,3/15/2017,-12.62%
MU,Short,1/31/2017,$32.21 ,$37.54 ,2/9/2018,-16.50%
GE,Long,1/31/2017,$29.63 ,$30.50 ,4/20/2017,2.93%
SOXX,Long,2/3/2017,$8.25 ,$8.55 ,4/12/2017,3.64%
DUST,Long,2/6/2017,$26.30 ,$28.85 ,2/22/2017,9.70%
AMD,Short,2/7/2017,$14.25 ,$12.65 ,2/17/2017,12.65%
SPXU,Long,2/9/2017,$18.52 ,$11.31 ,12/28/2017,-38.93%
AA,Short,2/14/2017,$39.05 ,$36.45 ,2/16/2017,6.66%
TSLA,Short,2/14/2017,$284.50 ,$264.50 ,2/17/2017,7.03%
TZA,Long,2/21/2017,$17.55 ,$20.12 ,3/22/2017,14.64%
VVUS,Long,2/22/2017,$1.11 ,$1.22 ,6/2/2017,10.00%
AMD,Short,2/22/2017,$14.80 ,$13.35 ,3/3/2017,9.80%
MMM,Short,2/24/2017,$197.07 ,$218.83 ,2/9/2018,-11.04%
AAPL,Short,2/28/2017,$145.45 ,$152.86 ,2/9/2018,-5.09%
NUGT,Long,3/7/2017,$7.50 ,$8.30 ,3/13/2017,10.67%
USLV,Long,3/9/2017,$13.50 ,$14.11 ,3/15/2017,4.52%
SINO,Long,3/10/2017,$2.60 ,$3.15 ,3/16/2017,21.15%
HD,Short,3/15/2017,$147.10 ,$176.08 ,2/9/2018,-19.70%
FIT,Long,3/17/2017,$5.68 ,$6.65 ,5/4/2017,17.08%
EGLE,Long,3/20/2017,$5.29 ,$5.30 ,1/25/2018,0.19%
JCP,Long,3/22/2017,$5.57 ,$6.29 ,3/29/2017,12.93%
BAC,Long,3/28/2017,$23.40 ,$24.20 ,8/18/2017,3.22%
NTNX,Long,3/29/2017,$17.37 ,$18.17 ,5/22/2017,4.61%
ZEN,Long,3/31/2017,$27.43 ,$29.10 ,5/1/2017,6.08%
SCO,Long,4/4/2017,$35.79 ,$36.82 ,4/19/2017,2.88%
JRJC,Long,4/5/2017,$3.07 ,$3.50 ,4/12/2017,14.00%
KNDI,Long,4/5/2017,$3.80 ,$4.20 ,4/5/2017,10.53%
MNST,Long,4/5/2017,$46.18 ,$45.73 ,5/4/2017,-1.00%
CCIH,Long,4/10/2017,$1.50 ,$1.60 ,6/2/2017,6.67%
GILD,Long,4/11/2017,$65.90 ,$69.35 ,6/22/2017,5.24%
TWTR,Long,4/12/2017,$14.50 ,$16.40 ,4/25/2017,13.10%
TBT,Long,4/13/2017,$4.13 ,$38.25 ,5/17/2017,1.90%
GRPN,Long,4/20/2017,$3.81 ,$3.82 ,7/5/2017,0.26%
SOXX,Long,4/20/2017,$34.71 ,$30.20 ,6/12/2017,-12.99%
VXX,Long,4/24/2017,$15.28 ,$16.20 ,5/17/2017,6.23%
SQQQ,Long,4/25/2017,$34.77 ,$32.67 ,6/12/2017,-6.04%
FB,Short,4/28/2017,$161.40 ,$168.55 ,2/9/2018,-4.43%
USLV,Long,5/1/2017,$12.16 ,$12.60 ,5/16/2017,3.62%
T,Long,5/3/2017,$38.35 ,$36.34 ,7/25/2017,-5.24%
X,Long,5/3/2017,$20.96 ,$21.60 ,5/24/2017,3.05%
UCO,Long,5/4/2017,$15.23 ,$15.75 ,5/5/2017,3.41%
OIH,Long,5/4/2017,$26.46 ,$27.16 ,5/25/2017,2.65%
SWKS,Short,5/9/2017,$102.10 ,$94.90 ,6/29/2017,7.05%
JCP,Long,5/16/2017,$4.17 ,$4.76 ,5/30/2017,14.15%
FIT,Long,5/17/2017,$5.58 ,$6.39 ,9/11/2017,14.52%
EUO,Long,5/17/2017,$24.20 ,$22.15 ,7/21/2017,-8.47%
GM,Long,5/18/2017,$32.48 ,$35.02 ,7/13/2017,7.81%
TEVA,Long,5/18/2017,$29.85 ,$31.75 ,6/15/2017,6.37%
VXX,Long,5/19/2017,$45.51 ,$27.71 ,12/28/2017,-39.11%
SCO,Long,5/22/2017,$36.05 ,$39.20 ,5/25/2017,8.74%
AKAM,Long,5/25/2017,$50.24 ,$51.14 ,7/17/2017,6.45%
MCD,Short,5/26/2017,$150.05 ,$156.58 ,2/9/2018,-4.35%
TSLA,Short,5/31/2017,$345.78 ,$307.50 ,7/6/2017,11.07%
AMZN,Short,6/2/2017,"$1,006.00 ",$951.00 ,6/12/2017,5.47%
DSLV,Long,6/6/2017,$22.45 ,$24.49 ,6/9/2017,9.13%
EDZ,Long,6/8/2017,$14.15 ,$15.18 ,6/15/2017,7.28%
NVDA,Short,6/9/2017,$167.25 ,$149.75 ,6/9/2017,10.46%
KNDI,Long,6/15/2017,$4.05 ,$4.80 ,9/13/2017,18.52%
AMZN,Short,6/19/2017,$996.00 ,"$1,110.00 ",10/30/2017,-11.45%
FL,Long,6/20/2017,$50.32 ,$47.20 ,7/21/2017,-6.20%
UCO,Long,6/21/2017,$12.67 ,$13.08 ,6/22/2017,4.14%
WTW,Short,6/28/2017,$34.10 ,$31.80 ,6/29/2017,6.75%
SCO,Long,7/3/2017,$42.22 ,$44.45 ,7/5/2017,5.28%
JCP,Long,7/5/2017,$4.70 ,$5.33 ,7/25/2017,13.40%
ORLY,Long,7/5/2017,$176.70 ,$185.25 ,7/13/2017,4.84%
USLV,Long,7/7/2017,$9.50 ,$10.09 ,7/11/2017,6.21%
APRN,Long,7/7/2017,$3.84 ,$3.95 ,7/12/2018,3.00%
GE,Long,7/10/2017,$25.90 ,$24.61 ,8/18/2017,-1.08%
DF,Long,7/13/2017,$15.10 ,$14.99 ,8/7/2017,-0.73%
SQQQ,Long,7/14/2017,$28.68 ,$21.20 ,12/28/2017,-26.08%
WTW,Short,7/18/2017,$37.65 ,$33.85 ,8/2/2017,10.00%
NVDA,Long,7/19/2017,$176.90 ,$199.50 ,10/24/2018,-12.78%
SDS,Long,7/26/2017,$48.48 ,$40.90 ,12/28/2017,-15.63%
DSLV,Long,7/27/2017,$25.72 ,$28.29 ,8/4/2017,10.00%
EUO,Long,7/31/2017,$21.62 ,$21.42 ,5/1/2018,-0.90%
SDOW,Long,8/2/2017,$28.41 ,$19.38 ,12/28/2017,-31.78%
WTW,Short,8/8/2017,$45.50 ,$43.00 ,9/11/2017,5.50%
XRT,Long,8/15/2017,$38.64 ,$40.40 ,9/11/2017,4.56%
CCIH,Long,8/16/2017,$0.77 ,$1.12 ,10/6/2017,45.50%
RH,Long,8/21/2017,$46.86 ,$50.36 ,9/5/2017,7.47%
ALK,Long,8/22/2017,$77.35 ,$79.06 ,10/3/2017,2.21%
CMG,Long,8/23/2017,$299.88 ,$306.26 ,9/8/2017,2.10%
WEAT,Long,8/31/2017,$6.45 ,$6.66 ,9/26/2017,3.26%
SOXS,Long,9/12/2017,$22.64 ,$16.05 ,12/28/2017,-29.10%
EFX,Long,9/14/2017,$90.40 ,$96.17 ,9/21/2017,6.38%
TSLA,Short,9/15/2017,$377.41 ,$357.41 ,9/22/2017,5.30%
RACE,Short,9/20/2017,$112.87 ,$117.87 ,2/9/2018,-4.43%
UGLD,Long,9/21/2017,$10.65 ,$11.07 ,10/10/2017,3.94%
QCOM,Long,9/25/2017,$51.73 ,$54.33 ,10/11/2017,5.03%
JCP,Long,10/2/2017,$3.46 ,$3.69 ,11/29/2017,6.65%
TZA,Long,10/3/2017,$13.20 ,$12.48 ,2/5/2018,-5.45%
AA,Short,10/5/2017,$48.32 ,$44.00 ,11/9/2017,9.00%
GM,Short,10/9/2017,$45.26 ,$42.26 ,10/30/2017,6.63%
TTWO,Short,10/12/2017,$103.70 ,$101.60 ,12/4/2017,2.03%
PCG,Long,10/16/2017,$52.00 ,$55.13 ,10/17/2017,6.01%
QCOM,Long,10/17/2017,$52.22 ,$53.60 ,10/23/2017,2.34%
UGLD,Long,10/23/2017,$10.15 ,$10.25 ,12/20/2017,1.00%
PG,Long,10/24/2017,$86.50 ,$90.16 ,12/4/2017,4.23%
HMNY,Long,10/30/2017,$9.75 ,$10.75 ,10/31/2017,10.26%
NFLX,Short,10/31/2017,$196.30 ,$185.00 ,11/29/2017,5.76%
GE,Long,11/2/2017,$18.92 ,$15.10 ,2/5/2018,-20.10%
LRCX,Short,11/3/2017,$206.25 ,$194.00 ,11/29/2017,5.94%
HMNY,Long,11/3/2017,$9.60 ,$11.50 ,11/6/2017,20.00%
VZ,Long,11/6/2017,$45.30 ,$48.13 ,11/29/2017,6.16%
TOL,Short,11/10/2017,$48.26 ,$45.45 ,12/5/2017,5.82%
DCIX,Long,11/14/2017,$5.98 ,$7.50 ,11/15/2017,25.42%
BBBY,Long,11/16/2017,$20.35 ,$22.65 ,11/29/2017,11.30%
AAOI,Long,11/22/2017,$41.98 ,$44.50 ,11/30/2017,6.00%
AMZN,Short,11/27/2017,"$1,212.00 ","$1,152.00 ",11/29/2017,5.00%
IYT,Short,11/30/2017,$192.75 ,$187.75 ,2/5/2018,2.60%
FAZ,Long,11/30/2017,$12.12 ,$11.85 ,2/5/2018,-2.20%
JCI,Long,12/1/2017,$37.49 ,$39.48 ,1/4/2018,5.30%
INTU,Short,12/4/2017,$155.81 ,$150.95 ,2/9/2018,3.13%
COST,Short,12/5/2017,$189.45 ,$182.80 ,2/5/2018,3.51%
USLV,Long,12/7/2017,$9.32 ,$10.00 ,12/13/2017,7.30%
BX,Long,12/8/2017,$31.82 ,$35.46 ,12/17/2017,7.60%
WBA,Long,12/8/2017,$70.16 ,$74.51 ,1/2/2018,6.19%
BABA,Short,12/12/2017,$179.59 ,$169.75 ,12/14/2017,5.48%
BUD,Long,12/13/2017,$110.50 ,$112.98 ,2/2/2018,2.24%
ASML,Short,12/14/2017,$172.15 ,$176.78 ,2/9/2018,-2.69%
ICPT,Long,12/18/2017,$62.14 ,$54.15 ,1/8/2018,-12.85%
INTC,Long,12/20/2017,$47.50 ,$44.90 ,1/3/2018,5.50%
FCX,Short,12/26/2017,$18.75 ,$18.02 ,2/2/2018,3.90%
JBL,Long,12/26/2017,$27.28 ,$28.16 ,1/4/2018,5.47%
BAC,Short,12/27/2017,$30.02 ,$29.30 ,2/5/2018,2.40%
DGLD,Long,12/29/2017,$41.03 ,$42.85 ,2/9/2018,4.44%
USLV,Long,12/29/2017,$23.45 ,$24.60 ,1/23/2018,5.00%
DCIX,Long,1/2/2018,$2.73 ,$3.09 ,5/9/2018,13.19%
CMG,Long,1/2/2018,$290.75 ,$302.75 ,1/3/2018,4.13%
NFLX,Short,1/3/2018,$214.75 ,$258.12 ,1/24/2018,-20.00%
UVXY,Long,1/3/2018,$9.15 ,$10.22 ,1/24/2018,11.70%
AMZN,Short,1/4/2018,"$1,242.50 ","$1,355.00 ",1/23/2018,-9.05%
QID,Long,1/8/2018,$11.77 ,$11.97 ,2/2/2018,1.70%
SLB,Short,1/11/2018,$76.92 ,$73.30 ,1/31/2018,4.71%
DXD,Long,1/16/2018,$7.85 ,$8.08 ,2/2/2018,3.00%
TSLA,Short,1/22/2018,$357.00 ,$336.50 ,1/26/2018,5.75%
SPXS,Long,1/24/2018,$25.02 ,$26.37 ,2/2/2018,5.20%
UUP,Long,1/25/2018,$23.16 ,$24.00 ,5/1/2018,3.62%
BUD,Long,1/25/2018,$106.71 ,$107.43 ,2/28/2018,0.67%
MSFT,Short,1/25/2018,$93.00 ,$88.75 ,2/5/2018,4.57%
SDOW,Long,1/29/2018,$15.68 ,$16.50 ,1/30/2018,5.23%
JPM,Long,2/1/2018,$116.50 ,$112.20 ,2/5/2018,3.70%
PG,Long,2/2/2018,$83.55 ,$78.72 ,3/15/2018,-5.78%
RIOT,Long,2/2/2018,$11.68 ,$12.70 ,2/2/2018,8.70%
XHB,Long,2/2/2018,$43.22 ,$43.52 ,2/7/2018,0.70%
XOM,Long,2/5/2018,$78.05 ,$79.80 ,2/27/2018,2.27%
MJX,Long,2/5/2018,$28.95 ,$32.00 ,2/5/2018,10.54%
RIOT,Long,2/5/2018,$11.20 ,$12.50 ,2/6/2018,11.61%
GBTC,Long,2/5/2018,$10.30 ,$11.80 ,2/6/2018,14.56%
VERI,Long,2/6/2018,$14.35 ,$16.25 ,2/6/2018,13.24%
TXN,Long,2/8/2018,$99.25 ,$104.50 ,2/16/2018,5.30%
VERI,Long,2/8/2018,$14.35 ,$16.40 ,2/14/2018,15.00%
MMM,Long,2/9/2018,$218.75 ,$230.20 ,2/12/2018,5.23%
SVXY,Long,2/9/2018,$9.84 ,$11.10 ,2/9/2018,12.84%
SSO,Long,2/9/2018,$98.65 ,$105.10 ,2/9/2018,6.54%
PCG,Long,2/12/2018,$38.85 ,$41.05 ,2/23/2018,5.40%
CERN,Long,2/12/2018,$62.81 ,$65.77 ,3/23/2018,-9.61%
AAPL,Short,2/16/2018,$177.35 ,$167.60 ,3/23/2018,5.50%
QID,Long,2/16/2018,$11.57 ,$11.92 ,3/1/2018,3.03%
SPXU,Long,2/16/2018,$10.12 ,$10.90 ,3/1/2018,7.71%
SOXS,Long,2/20/2018,$11.49 ,$12.40 ,3/1/2018,7.92%
AMZN,Short,2/21/2018,"$1,554.00 ","$1,499.00 ",3/23/2018,3.54%
VERI,Long,2/22/2018,$14.50 ,$16.20 ,2/26/2018,11.72%
AXP,Short,2/26/2018,$100.35 ,$95.65 ,3/1/2018,4.70%
FAZ,Long,2/26/2018,$10.35 ,$11.17 ,3/1/2018,8.00%
MSFT,Short,2/26/2018,$94.60 ,$91.00 ,3/2/2018,3.81%
INTC,Short,2/27/2018,$51.15 ,$47.60 ,3/1/2018,5.00%
NFLX,Short,3/5/2018,$314.00 ,$299.00 ,3/27/2018,5.00%
XRAY,Long,3/6/2018,$56.16 ,$57.45 ,3/19/2018,2.25%
SQQQ,Long,3/6/2018,$15.66 ,$16.50 ,3/19/2018,5.36%
SOXS,Long,3/6/2018,$10.64 ,$12.00 ,3/23/2018,12.78%
LRCX,Short,3/9/2018,$225.37 ,$212.60 ,3/19/2018,5.67%
ASML,Short,3/12/2018,$211.75 ,$201.10 ,3/23/2018,5.03%
SPXU,Long,3/12/2018,$9.67 ,$10.55 ,3/19/2018,8.58%
CI,Long,3/13/2018,$164.00 ,$173.50 ,4/16/2018,5.79%
S,Long,3/16/2018,$5.09 ,$5.85 ,4/10/2018,15.00%
MU,Short,3/20/2018,$61.05 ,$59.10 ,3/22/2018,3.20%
KHC,Long,3/23/2018,$58.50 ,$61.50 ,6/15/2018,5.13%
GOOGL,Long,3/23/2018,"$1,028.50 ","$1,059.25 ",3/26/2018,3.00%
GOOGL,Long,3/26/2018,"$1,006.75 ","$1,067.75 ",4/17/2018,6.06%
AAOI,Long,3/26/2018,$24.50 ,$28.10 ,4/11/2018,14.69%
AMZN,Short,3/27/2018,"$1,572.00 ","$1,521.50 ",3/27/2018,3.21%
TSLA,Long,3/29/2018,$248.50 ,$268.00 ,3/29/2018,7.85%
TSLA,Long,4/3/2018,$247.50 ,$272.25 ,4/3/2018,10.00%
SNAP,Long,4/3/2018,$14.04 ,$15.45 ,4/23/2018,10.04%
TSLA,Short,4/5/2018,$305.00 ,$283.00 ,4/17/2018,7.21%
GE,Long,4/6/2018,$12.95 ,$13.90 ,4/19/2018,7.34%
AAL,Long,4/10/2018,$47.64 ,$45.75 ,4/25/2018,-3.97%
MNK,Long,4/13/2018,$12.96 ,$14.26 ,5/9/2018,10.03%
VLO,Short,4/17/2018,$108.48 ,$122.04 ,5/21/2018,-12.50%
AMZN,Short,4/17/2018,"$1,506.00 ","$1,455.50 ",4/24/2018,3.35%
NFLX,Short,4/17/2018,$330.00 ,$311.00 ,4/24/2018,5.76%
TZA,Long,4/18/2018,$10.14 ,$11.47 ,4/25/2018,10.18%
AA,Short,4/19/2018,$62.15 ,$57.75 ,4/20/2018,7.07%
QCOM,Long,4/23/2018,$50.25 ,$53.05 ,5/7/2018,5.57%
AA,Long,4/24/2018,$49.95 ,$54.95 ,4/26/2018,10.01%
SQ,Short,6/27/2017,$25.34 ,$44.40 ,4/24/2018,-75.22%
GE,Long,4/25/2018,$13.99 ,$15.09 ,5/16/2018,7.86%
OLED,Long,4/27/2018,$88.50 ,$95.60 ,5/4/2018,8.02%
MMM,Long,5/1/2018,$192.00 ,$202.05 ,5/8/2018,5.23%
UGLD,Long,5/1/2018,$10.59 ,$9.27 ,6/28/2018,-12.46%
UTX,Long,5/1/2018,$117.87 ,$123.55 ,5/14/2018,4.81%
FRED,Long,5/2/2018,$1.84 ,$2.05 ,6/15/2018,11.41%
KNDI,Long,5/4/2018,$5.00 ,$5.55 ,5/10/2018,11.00%
AAPL,Short,5/7/2018,$196.67 ,$219.25 ,8/28/2018,-11.48%
SCO,Long,5/7/2018,$16.38 ,$17.31 ,5/25/2018,5.67%
NFLX,Short,5/9/2018,$340.50 ,$392.50 ,6/14/2018,-15.27%
FB,Long,5/10/2018,$193.05 ,$214.30 ,7/24/2018,-10.62%
VXX,Long,5/10/2018,$35.05 ,$37.45 ,5/29/2018,6.85%
DCIX,Long,5/10/2018,$1.80 ,$2.16 ,6/22/2018,20.00%
SOXS,Long,5/14/2018,$9.71 ,$10.81 ,6/25/2018,11.33%
GDDY,Long,5/18/2018,$74.07 ,$82.57 ,9/11/2018,-11.47%
WLL,Short,5/21/2018,$53.45 ,$47.65 ,5/25/2018,10.85%
CSX,Short,5/22/2018,$66.25 ,$75.50 ,8/27/2018,-13.96%
MU,Short,5/29/2018,$63.60 ,$59.10 ,5/31/2018,7.08%
AMZN,Long,6/4/2018,"$1,684.88 ","$1,846.25 ",7/25/2018,-9.34%
MSFT,Long,6/4/2018,$104.03 ,$114.24 ,9/21/2018,-9.81%
SQQQ,Long,6/5/2018,$13.32 ,$14.49 ,6/25/2018,8.78%
TZA,Long,6/6/2018,$8.23 ,$9.07 ,10/2/2018,10.20%
AMD,Short,6/6/2018,$16.03 ,$14.95 ,6/25/2018,6.74%
VXX,Long,6/6/2018,$32.20 ,$35.95 ,6/25/2018,11.65%
CCL,Long,6/6/2018,$61.47 ,$61.63 ,6/25/2018,0.52%
TSRO,Long,6/11/2018,$42.96 ,$39.70 ,6/15/2018,-7.58%
INTU,Long,6/18/2018,$209.50 ,$198.90 ,6/27/2018,5.06%
NFLX,Short,6/20/2018,$416.50 ,$385.00 ,6/25/2018,7.56%
CELG,Long,6/21/2018,$79.15 ,$83.40 ,7/9/2018,5.37%
NFLX,Short,6/27/2018,$411.35 ,$390.35 ,6/27/2018,5.11%
SCO,Long,6/27/2018,$15.76 ,$16.90 ,7/16/2018,7.23%
SBUX,Long,6/28/2018,$47.48 ,$50.75 ,7/24/2018,6.08%
SQQQ,Long,7/6/2018,$13.20 ,$11.60 ,8/27/2018,-12.12%
SPXS,Long,7/6/2018,$24.85 ,$22.62 ,8/21/2018,-8.97%
NFLX,Short,7/9/2018,$416.00 ,$396.00 ,7/13/2018,4.81%
VXX,Long,7/9/2018,$32.72 ,$28.62 ,8/7/2018,-12.56%
INTU,Long,7/10/2018,$212.95 ,$202.85 ,7/30/2018,4.74%
SOXS,Long,7/18/2018,$9.99 ,$11.40 ,8/17/2018,14.11%
USLV,Long,7/19/2018,$70.00 ,$71.00 ,12/27/2018,1.43%
APRN,Long,7/23/2018,$2.85 ,$3.17 ,7/23/2018,11.23%
NTAP,Short,7/25/2018,$81.30 ,$76.82 ,10/10/2018,5.51%
SCO,Long,7/26/2018,$15.82 ,$17.56 ,8/13/2018,11.00%
VIRT,Long,8/1/2018,$21.40 ,$22.20 ,8/21/2018,7.92%
FAZ,Long,8/7/2018,$9.47 ,$9.70 ,9/28/2018,2.43%
NWL,Long,8/8/2018,$20.22 ,$22.22 ,8/27/2018,10.00%
INTU,Short,8/9/2018,$219.35 ,$208.55 ,10/11/2018,5.00%
TEVA,Long,8/9/2018,$22.70 ,$23.35 ,9/4/2018,2.86%
ROST,Short,8/10/2018,$92.35 ,$83.50 ,11/20/2018,9.58%
TVIX,Long,8/10/2018,$30.10 ,$35.00 ,8/10/2018,13.62%
UGLD,Long,8/13/2018,$7.96 ,$8.33 ,8/27/2018,4.65%
AMZN,Short,8/14/2018,"$1,983.50 ","$1,890.00 ",9/17/2018,4.71%
MU,Long,8/15/2018,$46.45 ,$49.50 ,8/21/2018,6.57%
JCP,Long,8/17/2018,$1.74 ,$1.97 ,9/19/2018,13.22%
TVIX,Long,8/20/2018,$31.07 ,$34.77 ,8/21/2018,11.92%
TVIX,Long,8/22/2018,$31.25 ,$35.25 ,9/6/2018,12.45%
SOXS,Long,8/23/2018,$9.66 ,$12.52 ,9/12/2018,8.90%
SCO,Long,8/24/2018,$15.15 ,$12.55 ,10/3/2018,-17.16%
AMD,Short,8/27/2018,$26.29 ,$31.28 ,9/12/2018,-18.98%
NFLX,Short,8/27/2018,$367.50 ,$332.00 ,10/10/2018,9.66%
JD,Long,9/5/2018,$26.95 ,$29.00 ,9/13/2018,7.61%
F,Long,9/10/2018,$8.81 ,$9.00 ,10/25/2018,2.16%
QCOM,Long,9/11/2018,$59.37 ,$60.37 ,12/3/2018,1.68%
WDC,Long,9/11/2018,$55.20 ,$58.30 ,9/18/2018,5.62%
HD,Short,9/11/2018,$213.05 ,$201.65 ,10/4/2018,5.35%
TVIX,Long,9/12/2018,$27.55 ,$31.15 ,10/5/2018,13.07%
INTC,Long,9/12/2018,$44.77 ,$47.41 ,10/2/2018,5.89%
QID,Long,9/14/2018,$36.05 ,$37.12 ,9/17/2018,3.00%
JD,Long,9/17/2018,$25.75 ,$27.05 ,9/19/2018,5.00%
TLRY,Short,9/18/2018,$190.00 ,$152.00 ,9/19/2018,20.00%
TLRY,Short,9/19/2018,$217.00 ,$160.00 ,9/20/2018,26.67%
SNAP,Long,9/24/2018,$8.40 ,$8.50 ,2/5/2019,1.20%
AMZN,Short,9/25/2018,"$1,991.50 ","$1,873.50 ",10/5/2018,5.93%
SQQQ,Long,9/25/2018,$11.15 ,$12.35 ,10/5/2018,10.76%
SPXS,Long,10/1/2018,$21.04 ,$22.52 ,10/8/2018,7.03%
BOX,Long,10/3/2018,$22.28 ,$19.19 ,10/18/2018,-13.80%
JD,Long,10/5/2018,$23.95 ,$25.75 ,2/5/2019,7.52%
SFIX,Long,10/8/2018,$25.07 ,$26.77 ,10/16/2018,6.78%
SOHU,Long,10/8/2018,$16.75 ,$18.33 ,10/12/2018,9.43%
BABA,Long,10/9/2018,$145.20 ,$150.00 ,11/1/2018,3.30%
